row_idx,top_features,top_abs_z
48589,"['mean_allowed', 'mean_payment', 'mean_charge', 't_hipaa_share', 't_billing_share']","[13.539342210198745, 13.498530295576783, 7.57722668100733, 0.9999995745697359, 0.9999995745697359]"
48595,"['total_services', 'distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share']","[18.758913115709316, 2.8285861983791296, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359]"
48616,"['distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share', 't_reimburse_share']","[7.564556207224462, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
48661,"['mean_payment', 'mean_allowed', 'distinct_pos', 'mean_charge', 'distinct_hcpcs']","[5.50636240462396, 5.474059277616024, 1.9950045249592383, 1.8847441240532883, 1.1155757696478392]"
48668,"['distinct_hcpcs', 'total_beneficiaries', 'total_services', 'allow_ratio', 't_hipaa_share']","[49.382163732135375, 47.69645624134357, 39.42552331521514, 1.1308222662390826, 0.9999995745697359]"
48696,"['distinct_hcpcs', 'distinct_pos', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[3.2316474757276685, 1.9950045249592383, 1.0511207632327348, 0.9999995745697359, 0.9999995745697359]"
48712,"['distinct_hcpcs', 'total_services', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[5.650015139818902, 1.6134306825046527, 1.2966331084965783, 0.9999995745697359, 0.9999995745697359]"
48715,"['distinct_hcpcs', 'total_services', 't_hipaa_share', 't_billing_share', 't_lab_share']","[4.440831307773285, 4.3565893402704585, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
48747,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[6.355372375178845, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
48752,"['distinct_hcpcs', 'distinct_pos', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[2.8285861983791296, 1.9950045249592383, 1.0270576208576758, 0.9999995745697359, 0.9999995745697359]"
48765,"['total_services', 'distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share']","[1.1684611386552575, 1.1155757696478392, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
48785,"['total_services', 'distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share']","[3.9160118135621618, 3.030116837053399, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
48786,"['distinct_hcpcs', 'total_services', 't_hipaa_share', 't_billing_share', 't_lab_share']","[2.929351517716264, 1.7136797966469621, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
48796,"['mean_payment', 'mean_allowed', 'mean_charge', 'distinct_hcpcs', 'distinct_pos']","[2.9443996730085957, 2.913862052671705, 2.1099706531016906, 2.022463643682052, 1.9950045249592383]"
48809,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[7.262260249213058, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
48880,"['distinct_hcpcs', 'total_services', 't_hipaa_share', 't_billing_share', 't_lab_share']","[11.494403661372717, 1.0276520107942464, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
48965,"['distinct_hcpcs', 'distinct_pos', 'total_services', 't_hipaa_share', 't_billing_share']","[3.030116837053399, 1.9950045249592383, 1.122318500739135, 0.9999995745697359, 0.9999995745697359]"
48976,"['mean_payment', 'mean_allowed', 'distinct_hcpcs', 'distinct_pos', 'mean_charge']","[2.8250298474193527, 2.811942524244324, 2.62705555970486, 1.9950045249592383, 1.3549798441279923]"
48993,"['total_services', 'distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share']","[4.600928366162311, 3.433178114401938, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359]"
49047,"['mean_allowed', 'mean_payment', 'mean_charge', 't_hipaa_share', 't_billing_share']","[14.49381579720614, 14.464228892522117, 10.334867577243587, 0.9999995745697359, 0.9999995745697359]"
49059,"['distinct_hcpcs', 'distinct_pos', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[9.781393232641426, 1.9950045249592383, 1.4364506480898294, 0.9999995745697359, 0.9999995745697359]"
49080,"['distinct_hcpcs', 'allow_ratio', 'mean_allowed', 't_hipaa_share', 't_billing_share']","[5.5492498204817675, 1.5825455303550078, 1.014087180387484, 0.9999995745697359, 0.9999995745697359]"
49116,"['distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share', 't_reimburse_share']","[4.239300669099015, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
49128,"['distinct_hcpcs', 'total_services', 'total_beneficiaries', 'allow_ratio', 'mean_allowed']","[24.39236453652596, 16.064966216271486, 15.77393964738254, 2.1894414861319835, 1.0054225494286873]"
49130,"['mean_payment', 'mean_allowed', 'mean_charge', 'allow_ratio', 't_hipaa_share']","[14.11774619200303, 14.0613927263439, 10.617924814732337, 1.0021839257293377, 0.9999995745697359]"
49155,"['distinct_hcpcs', 'total_services', 'distinct_pos', 't_hipaa_share', 't_billing_share']","[11.091342384024177, 10.36722354547168, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359]"
49170,"['mean_charge', 'mean_payment', 'mean_allowed', 'allow_ratio', 't_hipaa_share']","[7.304896955104955, 7.002659337554847, 6.975128326009331, 1.2072229578467975, 0.9999995745697359]"
49211,"['distinct_hcpcs', 'distinct_pos', 'mean_allowed', 'mean_payment', 'total_services']","[3.735474072413342, 1.9950045249592383, 1.6226297142762627, 1.6098080081107808, 1.1521895088855238]"
49212,"['distinct_hcpcs', 'total_services', 'distinct_pos', 't_hipaa_share', 't_billing_share']","[2.7278208790419947, 2.1544689868319384, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359]"
49225,"['distinct_hcpcs', 'total_services', 'distinct_pos', 't_hipaa_share', 't_billing_share']","[4.54159662711042, 3.7553327768278666, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359]"
49246,"['mean_payment', 'mean_allowed', 'mean_charge', 'allow_ratio', 't_hipaa_share']","[11.000469697830184, 10.528720833099248, 9.260689127327012, 1.1097336873899588, 0.9999995745697359]"
49275,"['mean_allowed', 'mean_payment', 'distinct_pos', 'allow_ratio', 'distinct_hcpcs']","[2.5840739736422, 2.5586134129148186, 1.9950045249592383, 1.3900742642450885, 1.1155757696478392]"
49305,"['distinct_hcpcs', 'mean_allowed', 'mean_payment', 'total_services', 't_hipaa_share']","[7.363025568550192, 2.545729765242577, 2.523569644916726, 1.5621552052790535, 0.9999995745697359]"
49508,"['total_beneficiaries', 'total_services', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[2.836047383152763, 2.545173306847637, 1.2324211159181806, 0.9999995745697359, 0.9999995745697359]"
49523,"['mean_allowed', 'mean_payment', 'mean_charge', 't_hipaa_share', 't_billing_share']","[8.514792239513591, 8.47763762213839, 4.292992383663349, 0.9999995745697359, 0.9999995745697359]"
49547,"['mean_charge', 'mean_payment', 'mean_allowed', 'allow_ratio', 't_hipaa_share']","[9.166161947434462, 7.293753695440137, 7.0992206666356195, 1.3224694890552735, 0.9999995745697359]"
49563,"['mean_allowed', 'mean_payment', 'mean_charge', 't_hipaa_share', 't_billing_share']","[9.82778572103647, 9.771141270686075, 4.230256901695822, 0.9999995745697359, 0.9999995745697359]"
49585,"['distinct_hcpcs', 'total_services', 't_hipaa_share', 't_billing_share', 't_lab_share']","[4.642361946447554, 3.2293754952139926, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
49696,"['total_services', 'distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share']","[19.15189281809932, 5.952311097830306, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
49755,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[7.024850846562831, 7.013684924799526, 2.3755553105667397, 0.9999995745697359, 0.9999995745697359]"
49757,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[3.6347087530762074, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
49837,"['distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share', 't_reimburse_share']","[6.45613769451598, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
49961,"['distinct_hcpcs', 'distinct_pos', 'allow_ratio', 'mean_allowed', 'mean_payment']","[3.836239391750477, 1.9950045249592383, 1.2243035588238613, 1.1047139352426831, 1.0861988583041358]"
49966,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[5.7507804591560365, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
49985,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[4.80305096053238, 4.4008156078337235, 3.099709125510793, 0.9999995745697359, 0.9999995745697359]"
50001,"['total_services', 'distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share']","[3.7440352387601004, 1.0148104503107045, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
50053,"['distinct_hcpcs', 'distinct_pos', 'mean_payment', 'mean_allowed', 't_hipaa_share']","[4.037770030424746, 1.9950045249592383, 1.3640527514548038, 1.3489623819346632, 0.9999995745697359]"
50074,"['distinct_hcpcs', 'total_services', 't_hipaa_share', 't_billing_share', 't_lab_share']","[3.2316474757276685, 1.8510758509465168, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
50107,"['distinct_hcpcs', 'distinct_pos', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[5.045423223796093, 1.9950045249592383, 1.1587751689819166, 0.9999995745697359, 0.9999995745697359]"
50134,"['mean_payment', 'mean_allowed', 'mean_charge', 'total_services', 'distinct_hcpcs']","[8.581612869831966, 8.531323885209002, 8.34599804517623, 6.033599066001822, 4.340065988436151]"
50177,"['distinct_hcpcs', 'distinct_pos', 'mean_allowed', 'mean_payment', 't_hipaa_share']","[2.62705555970486, 1.9950045249592383, 1.8821497080653171, 1.8570398370173573, 0.9999995745697359]"
50240,"['total_services', 't_hipaa_share', 't_billing_share', 't_lab_share', 't_reimburse_share']","[1.6008896215113948, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
50286,"['distinct_hcpcs', 'total_services', 'distinct_pos', 't_hipaa_share', 't_billing_share']","[2.4255249210305907, 2.089170804276325, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359]"
50327,"['distinct_hcpcs', 'mean_allowed', 'mean_payment', 'allow_ratio', 'total_beneficiaries']","[5.952311097830306, 2.073372887721865, 2.0478708136327355, 1.0728169792159044, 1.0605561441810207]"
50794,"['distinct_hcpcs', 'distinct_pos', 'total_services', 'allow_ratio', 't_hipaa_share']","[2.526290240367725, 1.9950045249592383, 1.6112346739341035, 1.1513111363485635, 0.9999995745697359]"
50831,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[5.650015139818902, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
50851,"['mean_allowed', 'mean_payment', 'mean_charge', 't_hipaa_share', 't_billing_share']","[10.249259833061869, 10.219630727841619, 6.500553598322733, 0.9999995745697359, 0.9999995745697359]"
50924,"['distinct_hcpcs', 'mean_allowed', 'mean_payment', 't_hipaa_share', 't_billing_share']","[3.735474072413342, 1.1365503466913967, 1.0526802640808248, 0.9999995745697359, 0.9999995745697359]"
51021,"['mean_allowed', 'mean_payment', 'mean_charge', 'distinct_hcpcs', 't_hipaa_share']","[2.3084158614734314, 2.305754713861027, 1.37058105937449, 1.0148104503107045, 0.9999995745697359]"
51110,"['distinct_hcpcs', 'distinct_pos', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[5.7507804591560365, 1.9950045249592383, 1.1983030362129603, 0.9999995745697359, 0.9999995745697359]"
51334,"['mean_payment', 'mean_allowed', 'mean_charge', 'allow_ratio', 't_hipaa_share']","[5.412977401633209, 5.344712218827415, 4.342510799829371, 1.0286268944337438, 0.9999995745697359]"
51338,"['svc_per_bene', 'total_services', 't_hipaa_share', 't_billing_share', 't_lab_share']","[656.7898158886451, 90.65160357694432, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
51381,"['mean_charge', 'mean_payment', 'mean_allowed', 'allow_ratio', 't_hipaa_share']","[9.582373852768287, 5.427290669585233, 5.419862616853576, 1.4476021044170881, 0.9999995745697359]"
51386,"['distinct_hcpcs', 'total_services', 't_hipaa_share', 't_billing_share', 't_lab_share']","[3.1308821563905336, 2.7168853023038495, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
51397,"['mean_charge', 'mean_payment', 'mean_allowed', 'distinct_pos', 'allow_ratio']","[4.7894833011441005, 3.654026228309387, 3.6315269279728315, 1.9950045249592383, 1.2931295692651343]"
51444,"['distinct_hcpcs', 'total_services', 't_hipaa_share', 't_billing_share', 't_lab_share']","[2.4255249210305907, 1.432987568635413, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
51445,"['distinct_pos', 'total_services', 'distinct_hcpcs', 't_hipaa_share', 't_billing_share']","[1.9950045249592383, 1.6189868487674886, 1.3171064083221087, 0.9999995745697359, 0.9999995745697359]"
51522,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[4.54159662711042, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
51550,"['total_services', 'distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share']","[5.860537715881779, 1.3171064083221087, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
51576,"['mean_payment', 'mean_allowed', 'distinct_hcpcs', 'mean_charge', 't_hipaa_share']","[6.72709341882056, 6.61964959033911, 2.929351517716264, 2.8706506457873973, 0.9999995745697359]"
51587,"['distinct_hcpcs', 'distinct_pos', 'mean_payment', 'mean_allowed', 't_hipaa_share']","[2.2239942823563212, 1.9950045249592383, 1.8744705451769428, 1.8615250395578626, 0.9999995745697359]"
51617,"['mean_allowed', 'mean_payment', 't_hipaa_share', 't_billing_share', 't_lab_share']","[3.3524858432945317, 3.3008676523058638, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
51629,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[9.275589062048724, 9.246121006001944, 3.854875646179666, 0.9999995745697359, 0.9999995745697359]"
51630,"['mean_payment', 'mean_allowed', 'mean_charge', 'allow_ratio', 't_hipaa_share']","[5.021981907056756, 4.976886636218008, 4.502371364971068, 1.0987138140080464, 0.9999995745697359]"
51726,"['distinct_pos', 'allow_ratio', 'distinct_hcpcs', 'mean_charge', 't_hipaa_share']","[1.9950045249592383, 1.5320912906136155, 1.3171064083221087, 1.00123279169064, 0.9999995745697359]"
51766,"['distinct_hcpcs', 'distinct_pos', 'total_services', 't_hipaa_share', 't_billing_share']","[3.836239391750477, 1.9950045249592383, 1.194495746286831, 0.9999995745697359, 0.9999995745697359]"
51790,"['mean_allowed', 'mean_payment', 'distinct_pos', 'mean_charge', 'distinct_hcpcs']","[2.554658847748623, 2.5129227861123082, 1.9950045249592383, 1.1257404073602806, 1.0148104503107045]"
51831,"['distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share', 't_lab_share']","[7.967617484573001, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
51900,"['mean_allowed', 'mean_payment', 'mean_charge', 'distinct_pos', 't_hipaa_share']","[4.695717689222836, 4.6761468772247845, 3.4279563316833745, 1.9950045249592383, 0.9999995745697359]"
51915,"['distinct_hcpcs', 'total_services', 'distinct_pos', 't_hipaa_share', 't_billing_share']","[8.269913442584405, 5.711367880691929, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359]"
51917,"['distinct_hcpcs', 'distinct_pos', 'allow_ratio', 't_hipaa_share', 't_billing_share']","[4.138535349761881, 1.9950045249592383, 1.3507739753763663, 0.9999995745697359, 0.9999995745697359]"
51977,"['mean_charge', 'mean_allowed', 'mean_payment', 'distinct_pos', 'allow_ratio']","[4.670327203157217, 3.892646773306227, 3.881532610579231, 1.9950045249592383, 1.2498837903540911]"
52001,"['total_services', 'distinct_hcpcs', 'distinct_pos', 't_hipaa_share', 't_billing_share']","[5.099951470368723, 4.54159662711042, 1.9950045249592383, 0.9999995745697359, 0.9999995745697359]"
52008,"['mean_payment', 'mean_allowed', 'mean_charge', 't_hipaa_share', 't_billing_share']","[9.225083608203269, 9.20571909628017, 3.2360261478715513, 0.9999995745697359, 0.9999995745697359]"
52048,"['mean_allowed', 'mean_payment', 'distinct_pos', 'distinct_hcpcs', 't_hipaa_share']","[2.058968723712762, 2.028965961568631, 1.9950045249592383, 1.1155757696478392, 0.9999995745697359]"
52065,"['allow_ratio', 't_hipaa_share', 't_billing_share', 't_lab_share', 't_reimburse_share']","[1.8029651344475466, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
52145,"['total_services', 'distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share']","[5.660886141503878, 3.1308821563905336, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
52156,"['total_services', 'distinct_hcpcs', 't_hipaa_share', 't_billing_share', 't_lab_share']","[8.661189465500643, 2.62705555970486, 0.9999995745697359, 0.9999995745697359, 0.9999995745697359]"
52171,"['mean_allowed', 'mean_payment', 'mean_charge', 'distinct_pos', 't_hipaa_share']","[3.0920729121032413, 3.071870425097771, 2.2286081193904694, 1.9950045249592383, 0.9999995745697359]"
52175,"['mean_allowed', 'mean_payment', 'distinct_hcpcs', 't_hipaa_share', 't_billing_share']","[1.801404922104125, 1.7791964100079203, 1.216341088984974, 0.9999995745697359, 0.9999995745697359]"
52445,"['distinct_hcpcs', 'distinct_pos', 'allow_ratio', 'mean_charge', 't_hipaa_share']","[2.4255249210305907, 1.9950045249592383, 1.4226251097339968, 1.3693540818356955, 0.9999995745697359]"
